sep=,
DeviceTag:,Xsens DOT7
FirmwareVersion:,3.0.0
AppVersion:,2023.6.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode1
StartTime: ,2023-12-17_11:42:38_431 GMT+8
© Movella Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
681,1543962826,-28.792997,3.721215,-121.738586,-0.761776,-0.124261,-0.328043,6.379876,-3.467423,-5.655170
682,1543979493,-28.728851,3.611282,-121.902168,-0.659925,-0.220192,-0.291037,6.412147,-4.383845,-5.486766
683,1543996160,-28.655424,3.494312,-121.961647,-0.572930,-0.264195,-0.273195,5.934791,-6.096951,-4.219028
684,1544012827,-28.597189,3.384398,-121.973328,-0.593223,-0.210140,-0.346652,4.645062,-6.511338,-2.888972
685,1544029494,-28.562111,3.289885,-122.024811,-0.681885,-0.082364,-0.357440,3.619876,-5.215977,-2.995701
686,1544046161,-28.535942,3.216232,-122.111763,-0.731817,-0.037815,-0.319224,3.254126,-3.211077,-3.989434
687,1544062828,-28.515022,3.155767,-122.223091,-0.785431,-0.125244,-0.385164,3.017298,-1.811894,-4.908751
688,1544079495,-28.497091,3.095594,-122.361473,-0.692142,-0.100273,-0.336215,3.104996,-1.513480,-5.156451
689,1544096162,-28.466539,3.042309,-122.403893,-0.757400,-0.111716,-0.291273,2.897341,-2.227678,-3.929923
690,1544112829,-28.395157,2.960577,-122.420845,-0.689484,-0.202483,-0.374108,5.172761,-4.076198,-4.238928
691,1544129496,-28.344103,2.866317,-122.506958,-0.775725,-0.139188,-0.399745,5.000426,-5.024521,-2.857494
692,1544146163,-28.286160,2.795570,-122.556297,-0.827292,-0.109154,-0.494858,4.991909,-3.983390,-2.264854
693,1544162830,-28.238665,2.736149,-122.693474,-0.785145,-0.091430,-0.440367,5.401802,-2.752110,-2.008907
694,1544179497,-28.162268,2.702958,-122.714310,-0.724516,-0.081198,-0.305676,5.661566,-1.877142,-1.935629
695,1544196164,-28.104656,2.655833,-122.791519,-0.605555,-0.050720,-0.181426,5.231516,-2.372056,-2.022712
696,1544212831,-28.067263,2.567075,-122.947617,-0.551684,-0.035686,-0.139357,5.089904,-4.270010,-2.570055
697,1544229498,-28.013189,2.464501,-122.978676,-0.630601,-0.070120,-0.251863,4.599216,-5.932952,-2.834187
698,1544246165,-27.970686,2.366409,-123.042389,-0.658525,-0.107103,-0.401631,4.325352,-5.570457,-2.476800
699,1544262832,-27.920294,2.299197,-123.062416,-0.783140,-0.123625,-0.471388,4.129759,-3.843365,-2.552625
700,1544279499,-27.889204,2.250016,-123.217583,-0.661733,-0.212970,-0.465853,4.586614,-1.977813,-1.994525
701,1544296166,-27.853405,2.248482,-123.296265,-0.625639,-0.178958,-0.392006,3.922387,0.071312,-0.803342
702,1544312833,-27.839470,2.283077,-123.384735,-0.502416,-0.123329,-0.260392,2.578283,2.408778,-0.664163
703,1544329500,-27.855589,2.336913,-123.460533,-0.465299,-0.111098,-0.189126,0.479374,3.639392,-0.890208
704,1544346167,-27.897511,2.395288,-123.539009,-0.504910,-0.062741,-0.210051,-1.032461,3.976352,-0.898417
705,1544362834,-27.959681,2.445954,-123.622917,-0.563675,-0.107123,-0.307149,-2.091341,3.381920,-0.568512
706,1544379501,-28.031054,2.497563,-123.690903,-0.632116,0.007132,-0.326558,-2.819280,3.296258,-0.467470
707,1544396168,-28.121651,2.565741,-123.792397,-0.742996,0.137721,-0.220314,-3.847362,5.070362,-1.628533
708,1544412835,-28.219110,2.594401,-123.980705,-0.649822,0.159114,-0.293179,-3.275621,3.597170,-2.832727
709,1544429502,-28.296799,2.610772,-124.092995,-0.537870,0.316815,-0.316647,-3.117822,2.872766,-4.194067
710,1544446169,-28.384281,2.804342,-124.200668,-0.966917,0.871272,-0.457248,-3.635277,11.892873,1.593514
711,1544462836,-28.390984,2.856845,-124.582039,-1.031264,-0.148931,0.225676,1.978014,12.444327,-17.313150
712,1544479503,-28.457031,2.803154,-124.827690,-0.684959,-0.111277,-0.472766,-1.882740,2.787259,-12.665027
713,1544496170,-28.548954,2.828367,-125.120667,-0.812892,-0.243856,-0.429719,-3.191742,7.991405,-12.119925
714,1544512837,-28.592819,2.825864,-125.359970,-0.891443,-0.606270,-0.496459,-0.632480,5.450623,-11.131707
715,1544529504,-28.623943,2.844062,-125.529114,-0.743029,-0.675439,-0.662059,0.004207,4.365859,-6.394660
716,1544546171,-28.667179,2.959427,-125.649597,-0.920082,-0.221996,-0.707922,-0.812192,7.970090,-0.730641
717,1544562838,-28.651009,3.163701,-125.864243,-1.183285,0.306820,-0.928618,3.088901,15.315465,-3.008035
718,1544579505,-28.574688,3.505441,-126.274338,-1.141469,0.570145,-0.839962,7.442940,28.157137,-9.328879
719,1544596172,-28.461000,3.938582,-126.847488,-0.938284,0.476993,-0.419291,10.481222,37.614422,-15.310648
720,1544612839,-28.351036,4.284190,-127.455688,-0.227529,-0.027136,-0.007416,10.630439,33.961990,-19.719549
721,1544629506,-28.226332,4.437143,-127.926041,0.309288,-0.284977,0.492453,11.028523,19.835770,-18.005192
722,1544646173,-28.078852,4.345882,-128.224594,0.009507,-0.072552,0.544001,11.609441,2.017470,-15.893751
723,1544662840,-27.924711,4.088924,-128.439590,-0.578045,0.093494,0.063920,11.582908,-9.142801,-16.176481
724,1544679507,-27.759563,3.807368,-128.670029,-0.953437,0.197927,-0.423426,12.255746,-10.060637,-17.661194
725,1544696174,-27.574097,3.627908,-128.971191,-1.206558,0.091114,-0.625318,13.705503,-2.719856,-18.538700
726,1544712841,-27.435011,3.579695,-129.343674,-1.193028,-0.191977,-0.512395,11.166690,6.185523,-18.669603
727,1544729508,-27.406086,3.616930,-129.751465,-1.111277,-0.493990,-0.548610,4.693925,11.683438,-18.172955
728,1544746175,-27.528658,3.759735,-130.146774,-0.940196,-0.325727,-0.545801,-4.406097,16.977341,-14.551756
729,1544762842,-27.757011,4.010141,-130.524551,-0.573877,0.282248,-0.643334,-10.748769,22.258717,-10.551858
730,1544779509,-27.944042,4.412372,-131.040298,-0.401402,0.846664,-0.390580,-7.541826,34.205078,-13.491058
731,1544796176,-28.014610,4.755523,-131.727173,-1.049235,0.233062,0.482635,0.452829,35.900234,-24.097151
732,1544812843,-28.225239,4.840883,-132.357010,0.297433,0.436639,0.198472,-8.088168,20.709694,-28.256134
733,1544829510,-28.436926,4.895486,-133.129120,-0.362234,0.317510,0.242273,-7.398368,23.232677,-36.552692
734,1544846177,-28.737988,4.808057,-134.029114,-0.496993,0.172293,-0.130222,-12.134250,19.582987,-47.235260
735,1544862844,-29.096569,4.765772,-135.142899,-0.978112,0.214764,-0.659443,-14.585270,28.422167,-56.990891
736,1544879511,-29.464937,4.783046,-136.297836,-0.719147,-0.330997,-0.489796,-14.990061,33.117981,-57.180222
737,1544896178,-29.842833,4.761307,-137.254272,-0.048147,-0.143172,-0.760696,-16.569080,25.599304,-47.785538
738,1544912845,-30.123262,4.868821,-138.177277,-0.622171,0.121607,0.041896,-10.865925,31.604874,-42.027546
739,1544929512,-30.412298,4.858519,-139.047714,-0.935901,-0.035071,-0.262669,-11.614235,24.132929,-42.699970
740,1544946179,-30.761045,4.806691,-139.888519,-0.968754,-0.316256,-0.818361,-15.380406,21.336275,-42.285458
741,1544962846,-31.145103,4.794848,-140.769485,-1.415457,-0.617491,-0.567936,-17.332846,24.913326,-42.947731
742,1544979513,-31.619740,4.838269,-141.576843,-0.889196,-0.485837,-0.904319,-23.130068,25.786596,-37.231922
743,1544996180,-32.143452,4.910155,-142.331818,-0.571499,-0.581252,-0.642200,-26.304497,25.918720,-33.411972
744,1545012847,-32.849056,4.920921,-143.059860,-0.383396,-0.780110,-0.157196,-37.338852,22.332819,-33.719147
745,1545029514,-33.838715,4.777149,-143.729416,-0.208066,-1.116108,0.030474,-54.742664,13.184873,-35.541988
746,1545046181,-35.114071,4.477486,-144.344467,-0.098761,-0.804782,0.246152,-72.314926,4.362118,-37.865513
747,1545062848,-36.619663,3.841009,-144.998062,-0.296575,-0.576774,0.292785,-86.267044,-9.702055,-51.450745
748,1545079515,-38.397411,2.780306,-145.691864,-0.580313,-0.515944,0.681921,-103.024872,-26.893528,-69.108589
749,1545096182,-40.484356,1.177972,-146.380234,-1.510977,-0.519666,0.803575,-122.526711,-49.788151,-90.352585
750,1545112849,-42.542118,-1.007418,-147.287689,-2.092920,-0.472487,0.623064,-122.064323,-63.914856,-125.066132
751,1545129516,-44.570789,-3.527231,-148.498642,-1.010726,-0.885321,-0.700965,-123.206398,-61.407665,-154.153290
752,1545146183,-46.938034,-6.034957,-149.776489,-0.846309,-0.943776,-0.786931,-146.985565,-52.170689,-158.463211
753,1545162850,-49.533794,-8.291762,-151.806946,-0.851300,-1.222373,-1.676505,-169.458862,-1.994273,-178.891861
754,1545179517,-52.594242,-10.016736,-154.422897,0.557848,-1.336814,-2.041508,-207.105850,53.461281,-175.277557
755,1545196184,-55.863876,-11.055866,-157.524033,1.248924,-1.252852,-1.105409,-228.747696,109.879631,-154.951385
756,1545212851,-58.440083,-11.664976,-160.489746,3.087955,-2.371970,-0.545931,-188.257248,124.563622,-122.816940
757,1545229518,-59.646545,-12.398883,-162.628586,2.357630,-4.166767,-1.018954,-97.897194,82.773697,-99.898407
758,1545246185,-59.889484,-13.078656,-163.873718,0.659204,-3.704722,-0.540328,-29.901606,40.224152,-69.573669
759,1545262852,-60.206833,-14.398560,-164.609100,-0.384188,-1.477525,0.372806,-28.411549,-4.593507,-87.683678
760,1545279519,-60.591755,-16.526279,-165.337753,0.296177,-0.473344,0.588114,-33.627602,-28.609758,-129.490280
761,1545296186,-60.709160,-19.064806,-166.045319,0.425075,0.438293,0.056109,-18.870659,-41.594734,-150.275818
762,1545312853,-60.820286,-21.811739,-166.936630,0.411706,1.340207,-0.280124,-24.153177,-38.927349,-166.025497
763,1545329520,-61.048176,-24.600439,-168.072800,0.678029,1.569743,-0.756600,-39.302406,-28.662275,-174.453491
764,1545346187,-61.274208,-27.250582,-169.295319,0.888353,1.066241,-1.465357,-44.360210,-21.032293,-168.916138
765,1545362854,-61.326057,-29.652391,-170.701263,0.498546,0.934268,-1.806633,-42.009968,-6.252086,-159.871719
766,1545379521,-61.381599,-31.860094,-172.413971,0.255286,0.508894,-1.678764,-54.578701,11.909764,-156.466766
767,1545396188,-61.497616,-33.925850,-174.347366,0.162819,0.258501,-1.273534,-68.642998,24.215572,-153.337875
768,1545412855,-61.553070,-35.966076,-176.564621,0.104553,0.347780,-0.709033,-78.207306,35.413990,-157.519730
769,1545429522,-61.520847,-38.105843,-179.145172,0.097444,0.546314,-0.161204,-90.000443,45.391243,-169.710526
770,1545446189,-61.357708,-40.498833,177.943512,0.449182,0.322830,0.051834,-99.530716,48.005703,-188.680573
771,1545462856,-60.886047,-43.116661,175.021164,0.783719,-0.467305,-0.368570,-87.267708,36.521461,-198.633469
772,1545479523,-59.949173,-45.749981,172.274857,-0.323268,-0.420944,-1.071255,-57.837925,22.266432,-193.502274
773,1545496190,-58.698483,-48.290749,169.343124,-0.914898,-0.088687,-1.423876,-52.329308,23.313168,-190.306900
774,1545512857,-57.425274,-50.526066,166.203491,-1.362611,0.111781,-1.802293,-65.306458,31.019512,-176.656998
775,1545529524,-56.097401,-52.324917,162.725632,-1.524363,0.541246,-1.631762,-82.083771,47.613674,-159.571152
776,1545546191,-54.400776,-53.678028,158.579559,-1.725245,1.005873,-1.475848,-95.475502,74.663780,-149.986526
777,1545562858,-52.256790,-54.592350,153.674927,-1.876083,1.057743,-1.468963,-108.427017,103.441261,-144.875351
778,1545579525,-49.825924,-55.099983,148.278687,-1.323360,1.013895,-1.438010,-117.448189,123.699112,-138.767365
779,1545596192,-46.857666,-55.293739,142.350418,-1.083664,0.953441,-1.153535,-112.572670,141.806305,-141.467911
780,1545612859,-43.287186,-55.200180,135.918701,-1.022388,0.809485,-1.064347,-101.476433,157.528793,-149.193497
781,1545629526,-39.238312,-54.807957,129.080063,-0.903291,0.704050,-0.801775,-91.888390,170.672211,-159.161774
782,1545646193,-35.152775,-54.170231,122.135643,-0.845408,0.497290,-0.427050,-92.768166,174.547363,-167.428421
783,1545662860,-31.092155,-53.422295,115.149384,-0.754046,0.315282,0.181270,-93.377136,170.612778,-180.584412
784,1545679527,-26.999611,-52.753597,108.124931,-1.031423,0.211210,0.651931,-90.241394,155.709183,-199.532120
785,1545696194,-22.643860,-52.183651,100.895149,-1.243703,0.333025,0.489563,-81.498093,139.706787,-223.168716
786,1545712861,-18.018755,-51.631187,93.620880,-1.562200,0.244597,-0.085089,-64.854111,122.373344,-238.611542
787,1545729528,-13.289904,-50.964485,86.676682,-1.617172,0.442283,-0.769898,-40.282276,106.557106,-237.671432
788,1545746195,-8.801654,-49.835999,80.330635,-1.679499,1.020248,-0.835496,-22.926079,110.694489,-222.823441
789,1545762862,-4.962257,-48.138660,74.523033,-0.757111,1.435853,-0.311769,-31.400118,126.247566,-212.372131
790,1545779529,-1.566553,-45.911655,68.794815,0.022510,0.904250,0.920758,-46.587875,144.478897,-223.838593
791,1545796196,1.553248,-43.724152,63.202950,-0.107400,-0.100588,1.642785,-48.187061,129.039322,-235.522797
792,1545812863,4.774519,-41.707409,57.932087,-0.668207,-0.284875,1.147780,-20.158678,105.790268,-236.234039
793,1545829530,7.904799,-39.497700,53.186703,-0.900576,1.238639,0.492420,3.614591,105.725632,-227.034821
794,1545846197,10.345111,-36.618908,48.934269,-0.587930,1.980927,0.430376,-9.791067,136.527512,-223.278839
795,1545862864,11.771539,-33.483627,45.303261,-0.576715,1.549191,2.081749,-38.466309,148.301361,-208.642914
796,1545879531,12.587102,-30.699007,42.200386,-0.822686,0.756740,3.926150,-48.922611,127.958267,-186.939743
797,1545896198,13.205196,-28.388134,39.619747,-0.922414,0.508746,3.932909,-38.233173,103.019318,-159.758087
798,1545912865,13.654915,-26.247236,37.761349,-0.973766,0.662422,2.902300,-23.181202,99.867287,-123.686134
799,1545929532,13.719832,-24.374561,36.090633,-0.801341,0.879141,1.333729,-37.977779,85.657501,-112.108704
800,1545946199,13.290280,-22.419348,34.394894,-0.018656,1.116859,0.489784,-65.218636,90.173943,-115.667015
801,1545962866,12.667040,-20.752150,32.638386,-0.578355,0.728219,0.614444,-75.233650,73.358871,-115.455704
802,1545979533,12.233671,-19.386909,31.071510,-1.339511,0.404341,0.233606,-57.349792,58.817894,-101.386368
803,1545996200,11.761848,-18.738674,29.869251,-1.501137,0.402271,-0.436646,-50.961937,21.713852,-72.255516
804,1546012867,8.846741,-19.304369,29.950476,-3.639199,-1.011873,-2.092713,-172.401306,-34.789463,13.133693
805,1546029534,1.416195,-17.298389,30.005783,0.232489,4.425269,-2.166721,-443.838501,117.834602,-5.082226
806,1546046201,-0.876331,-16.389442,29.116650,1.537074,-1.034131,0.675199,-152.166275,51.783112,-48.852947
807,1546062868,-0.823861,-14.278237,28.165350,-0.637610,-0.721037,-0.692611,-11.118870,124.945061,-50.777378
808,1546079535,-1.028727,-12.828562,27.230499,-1.418961,0.223654,2.790937,-24.631104,85.311081,-50.742863
809,1546096202,-0.804006,-12.563114,26.767651,-1.130733,-0.010644,1.485858,8.172300,13.805215,-24.440350
810,1546112869,-0.430156,-12.609496,26.610409,-0.107404,-0.147073,1.359922,21.172167,-5.237166,-6.826526
811,1546129536,0.548656,-12.677101,26.702400,0.959628,0.005095,1.011745,60.742615,-6.577890,7.799434
812,1546146203,1.638233,-12.735241,26.908291,1.322894,0.337923,1.046786,68.906250,-5.731250,14.502102
813,1546162870,2.202500,-13.195100,27.059448,1.521823,0.515095,1.995596,36.717308,-29.700006,12.108382
814,1546179537,2.487416,-14.147222,26.909794,1.790932,0.262177,2.887439,15.823498,-59.812077,-4.073160
815,1546196204,3.060107,-15.266720,26.264521,1.288980,0.139836,2.763224,25.418924,-71.235878,-31.902985
816,1546212871,4.166344,-16.531237,25.454782,-0.249216,0.818981,2.066677,53.991154,-80.956131,-39.640347
817,1546229538,5.392842,-18.192162,24.674562,-1.237331,2.231622,0.881869,60.584297,-105.293594,-34.002354
818,1546246205,6.392933,-19.701582,23.853666,-1.407215,3.728916,-1.369314,45.010380,-97.108940,-34.781490
819,1546262872,6.896629,-20.576477,23.097317,-2.489102,4.406667,-2.996950,15.611961,-59.294418,-33.936584
820,1546279539,6.452938,-21.347153,22.217646,-4.286675,4.909007,-3.941355,-44.482620,-53.891670,-41.196709
821,1546296206,4.871121,-22.534655,21.505754,-6.588072,5.008048,-4.296177,-109.832375,-77.112549,-29.903627
822,1546312873,2.622078,-23.907032,21.329079,-7.598006,5.949753,-4.536052,-138.056152,-85.229965,-1.686087
823,1546329540,-0.024366,-24.898830,22.225218,-8.651306,5.555180,-5.012348,-135.489258,-60.962704,53.135845
824,1546346207,-3.024400,-25.631977,24.434099,-8.319200,4.604724,-4.791388,-122.338242,-49.920231,121.672913
825,1546362874,-6.313194,-25.768015,28.404512,-8.280951,2.713917,-4.708673,-92.917091,-28.548689,216.477692
826,1546379541,-9.480448,-25.495419,34.955517,-9.408919,-0.429277,-3.517512,-18.887255,-35.605682,356.599426
827,1546396208,-11.725883,-25.783037,43.820210,-9.118434,-2.955746,-1.426650,96.468384,-108.357635,471.670349
828,1546412875,-13.242718,-26.793940,54.074451,-5.335509,-2.887261,-2.000129,182.411407,-181.502441,529.275513
829,1546429542,-14.583752,-27.182741,64.866066,-2.536679,-4.552251,-2.877665,214.215698,-164.375320,558.420227
830,1546446209,-16.315157,-27.321461,76.247208,0.216433,-10.561979,-2.452910,209.666809,-172.558182,586.959534
831,1546462876,-18.714544,-27.796499,88.408707,5.379575,-12.052194,-1.955342,194.659149,-224.389801,612.333252
832,1546479543,-22.713840,-28.149591,101.022591,7.692765,-7.778818,-4.307893,116.457092,-258.571106,621.448242
833,1546496210,-28.241329,-26.677221,112.807777,9.058944,-7.272926,-6.219827,-4.426292,-192.889359,608.021118
834,1546512877,-34.700031,-24.007658,124.416954,11.447968,-8.997852,-5.862906,-87.478348,-194.847763,623.502747
835,1546529544,-40.366135,-20.774921,135.416351,12.327424,-5.563012,-5.207289,-86.847641,-220.756638,604.629456
836,1546546211,-43.320435,-17.978340,143.825378,15.782057,0.598214,-1.633016,-8.842691,-194.987717,468.894562
837,1546562878,-41.265785,-16.464773,147.951889,14.873214,9.589131,0.579532,197.241486,-94.055664,238.211700
838,1546579545,-36.129887,-15.473309,147.872314,11.397459,12.222857,-2.657473,307.632385,47.479778,35.404190
839,1546596212,-32.021637,-15.088557,144.382523,11.389283,9.595942,-4.047763,192.146149,130.609100,-152.897583
840,1546612879,-29.353531,-15.816719,138.120941,11.283866,3.515620,-5.455356,60.835316,145.661102,-332.481995
841,1546629546,-26.620644,-16.580496,129.677841,8.414204,-3.156481,-7.293289,23.434645,186.315002,-450.147003
842,1546646213,-23.894484,-16.623659,119.749405,5.895241,-6.994319,-8.052507,-5.926230,239.657104,-516.722717
843,1546662880,-21.773394,-15.428383,108.583328,4.169350,-8.733994,-7.648932,-56.955338,314.156525,-565.239136
844,1546679547,-20.346344,-12.719753,95.794792,3.168373,-11.389709,-4.456480,-100.150681,416.867432,-636.110352
845,1546696214,-18.883579,-8.940911,80.542778,-2.945745,-14.883287,-1.059729,-83.450378,512.445129,-770.903259
846,1546712881,-17.194950,-4.689255,63.834606,-11.589013,-14.729855,2.508572,-17.022034,547.457153,-867.982666
847,1546729548,-15.214854,-0.410687,46.481640,-19.057791,-9.981817,3.535120,72.949333,533.138428,-927.458496
848,1546746215,-13.450444,4.251299,29.782600,-22.716089,-1.732929,4.189908,140.046295,514.987366,-900.857239
849,1546762882,-12.186665,9.884313,15.155232,-21.925900,7.595432,5.577525,184.690323,518.696289,-773.634460
850,1546779549,-11.887271,15.935827,4.013548,-16.060698,15.859496,7.496233,168.423538,487.198883,-560.147949
851,1546796216,-12.625008,21.228203,-3.373450,-7.847027,17.449406,9.860128,97.940926,396.070801,-341.074036
852,1546812883,-13.434044,24.985292,-8.156444,-2.212576,15.011768,11.770323,64.726387,275.861694,-204.012070
853,1546829550,-13.531162,27.213781,-11.577292,0.209424,14.770037,11.581232,84.893974,169.781174,-145.695251
854,1546846217,-13.107133,28.581432,-13.300951,-0.128325,14.148911,9.982124,74.116173,97.733154,-67.697006
855,1546862884,-12.681372,29.607740,-13.446849,1.426107,12.150216,7.988100,29.953430,58.565144,8.581264
856,1546879551,-12.547649,30.133242,-12.471815,2.530869,9.276503,6.682558,-21.074102,16.556120,58.602463
857,1546896218,-12.658631,30.249559,-10.951765,2.659550,6.809510,4.742786,-52.560825,-13.464198,80.561821
858,1546912885,-13.295953,30.193245,-9.196597,3.058744,5.460193,3.550188,-91.329765,-26.739050,89.916267
859,1546929552,-15.407695,30.034300,-7.612675,2.758389,4.619180,2.173160,-174.491867,-32.569618,79.162384
860,1546946219,-19.194666,29.542000,-5.659874,3.202771,5.925492,2.372053,-285.538971,-61.364033,90.060440
861,1546962886,-24.849783,28.254303,-2.585586,2.140238,7.378056,4.464619,-428.525787,-135.101151,122.380104
862,1546979553,-31.973396,25.231874,2.587618,-0.507605,7.700353,8.108963,-566.976074,-294.416168,159.176575
863,1546996220,-39.536777,20.516516,9.293139,-1.108475,7.001407,7.839676,-609.818420,-449.351746,137.273087
864,1547012887,-47.289558,15.208764,16.808365,-4.106219,8.539638,6.033158,-602.922729,-529.518188,94.739937
865,1547029554,-54.430679,9.883726,24.878151,-6.086689,5.750037,3.347188,-533.118103,-571.503540,52.440838
866,1547046221,-59.788136,5.915468,32.658226,-8.174158,-0.914397,4.826885,-385.480591,-520.771362,52.972755
867,1547062888,-62.628040,3.679264,40.202038,-8.630315,-7.826599,6.608814,-208.492081,-463.173157,101.360901
868,1547079555,-63.213558,2.153644,48.746216,-6.371241,-11.646449,3.759649,-61.662395,-500.913727,153.338058
869,1547096222,-63.627052,0.358338,57.831985,-1.676373,-12.222629,0.330415,-37.174328,-539.058838,149.481796
870,1547112889,-64.452736,-2.370689,66.797020,6.401901,-11.398682,0.169075,-40.324921,-558.653503,90.388733
871,1547129556,-64.929550,-4.230694,72.064613,10.648159,-5.133259,-1.150765,-10.494954,-336.276794,35.949070
872,1547146223,-64.883041,-5.593561,72.725456,10.369872,-6.150973,-0.252417,6.302047,-73.551529,-55.475510
873,1547162890,-63.835632,-7.812280,72.908875,10.030225,-4.080404,2.263869,64.444023,-70.315506,-113.559471
874,1547179557,-61.664288,-10.027375,73.600090,8.467256,-4.266520,2.911390,137.200470,-99.895523,-97.740685
875,1547196224,-58.432720,-12.939824,73.797821,6.494102,-4.162203,2.264425,196.876251,-99.725037,-144.023209
876,1547212891,-53.846134,-16.116026,73.643974,4.385623,-6.837663,1.481896,273.588104,-101.006607,-161.720703
877,1547229558,-48.521973,-19.538668,73.660873,4.368425,-5.641274,-0.440571,320.541199,-131.622528,-157.974243
878,1547246225,-42.553062,-22.588112,73.282547,5.081888,-5.450065,-1.308977,350.839569,-115.072639,-144.070175
879,1547262892,-37.200039,-26.103809,72.330826,5.178840,-5.780945,-1.512909,298.543488,-130.431335,-173.910660
880,1547279559,-32.006504,-30.511890,70.064186,4.544443,-5.088238,-2.831965,247.983215,-151.471085,-247.619003
881,1547296226,-26.322111,-34.933517,66.653801,2.926776,-5.383680,-4.441294,231.274521,-149.428497,-278.580872
882,1547312893,-19.862825,-39.152790,61.506153,1.972294,-4.914935,-6.919709,202.221466,-137.710098,-325.083710
883,1547329560,-12.458105,-42.759151,54.620461,0.931445,-3.856178,-9.253836,174.100342,-122.414139,-358.932129
884,1547346227,-4.534409,-45.909184,46.350971,-1.259464,-2.794412,-11.348869,129.222961,-135.832428,-377.930145
885,1547362894,4.060112,-48.605942,36.761642,-3.005252,-0.286285,-12.766870,93.588486,-161.462875,-390.101715
886,1547379561,12.755636,-50.005013,26.716763,-4.405180,2.541940,-13.960623,65.366714,-141.961731,-375.314636
887,1547396228,18.876287,-49.463528,19.334822,-4.401511,5.099389,-16.503294,30.311071,-48.568375,-283.126221
888,1547412895,24.394657,-47.497292,13.805704,-8.270301,12.067231,-18.444611,83.859367,26.721861,-246.668594
889,1547429562,26.970943,-44.572784,10.597241,-6.378376,11.681499,-14.053008,17.306940,98.435410,-195.028732
890,1547446229,26.592464,-40.491322,10.366731,-8.110744,10.715595,-13.006680,-30.695604,212.338181,-117.782814
891,1547462896,24.703768,-36.309410,11.227809,-9.918119,6.050737,-11.585116,-79.835564,242.042618,-70.172096
892,1547479563,22.479265,-31.816936,12.859337,-10.053540,3.753041,-9.619286,-77.232941,277.750580,-31.333237
893,1547496230,20.358179,-27.143867,14.638487,-10.149269,0.681935,-7.551786,-73.369400,293.163940,-13.383110
894,1547512897,18.283092,-21.891962,16.774763,-9.575055,-0.400860,-5.189781,-70.014305,334.060852,8.556012
895,1547529564,15.939772,-16.311449,18.884483,-9.675107,-1.344304,-3.928598,-97.987022,353.214111,18.780205
896,1547546231,13.450498,-9.954871,20.745422,-9.327731,-2.030108,-2.527216,-122.951004,394.391357,11.599618
897,1547562898,10.479853,-3.100159,22.507347,-8.962246,-2.190242,-0.418799,-165.376892,421.862885,20.795095
898,1547579565,6.620431,3.806710,24.198080,-7.251612,-2.067318,1.490875,-231.574097,422.458496,42.080204
899,1547596232,2.317446,11.097824,25.353325,-4.935650,-2.879578,3.692224,-266.809937,438.872406,37.740383
900,1547612899,-1.355226,19.121815,25.816240,-2.235541,-2.606296,6.429356,-227.536057,478.810852,25.870596
901,1547629566,-4.086491,28.101126,25.763414,-0.620713,-2.516520,9.680990,-162.832947,535.291565,25.465639
902,1547646233,-6.321669,37.163895,25.113997,4.754714,-1.192418,11.570930,-113.574226,541.418152,19.056728
903,1547662900,-7.822791,44.427860,24.886929,10.859185,-1.364982,15.122889,-81.880219,430.760315,45.488335
904,1547679567,-10.042933,49.416229,24.127258,16.259552,0.238181,15.954578,-100.515427,297.633270,17.439941
905,1547696234,-11.426027,53.083061,22.928778,17.261030,1.350523,14.532808,-27.264061,221.897202,-1.793371
906,1547712901,-12.803748,54.917397,21.366825,15.756555,2.162473,13.375231,-6.887249,116.783257,-29.484390
907,1547729568,-13.426758,55.071438,20.204805,13.548506,3.081788,15.191721,19.989502,15.939301,-35.688335
908,1547746235,-12.860587,53.689831,19.819660,11.525305,3.056051,14.004843,53.275894,-79.586754,-30.865776
909,1547762902,-11.433869,51.409279,19.764362,9.623835,2.260692,14.791691,88.955635,-135.087692,-29.738375
910,1547779569,-9.759017,47.691071,19.728558,6.719137,1.286660,15.991768,102.987068,-220.626770,-41.427971
911,1547796236,-7.882970,42.589924,19.849436,2.304234,-0.184831,16.180010,108.345161,-304.732635,-40.962250
912,1547812903,-5.905922,36.158531,20.318478,-1.241924,0.483421,13.693659,101.660301,-387.176971,-23.812025
913,1547829570,-3.626215,28.538509,21.432318,-3.594824,0.439483,10.407370,101.776878,-461.794220,19.243433
914,1547846237,-0.909438,20.271542,22.954350,-6.321986,-0.931454,5.352810,125.870674,-500.449219,64.540398
915,1547862904,2.530662,12.078689,24.582830,-7.791366,-2.910376,0.093580,179.657761,-491.825439,102.013451
916,1547879571,7.647220,5.118951,26.015574,-7.301126,-4.091144,-4.851839,294.574341,-410.190613,123.115211
917,1547896238,11.626250,-0.011533,26.959667,-5.898300,-3.376376,-7.810096,236.909164,-295.808441,108.870377
918,1547912905,14.436564,-2.242148,26.333305,-7.136435,-1.784886,-10.575959,168.746445,-140.655518,-4.770857
919,1547929572,17.473864,-1.884105,23.733925,-3.436806,-1.257873,-11.126326,177.486191,-24.007303,-153.950745
