PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
239,1536596012,0.067786,-52.264175,77.893585,1.28968,-0.853145,-1.377192,7.566428,-33.845772,8.641002
240,1536612679,0.082819,-52.706627,77.992065,1.240642,-0.772669,-1.481455,5.838949,-27.121107,3.503001
241,1536629346,0.17709,-53.040249,77.929169,1.051957,-0.806715,-1.456805,2.936129,-20.613928,-2.40058
242,1536646013,0.33907,-53.263802,77.757431,0.865991,-0.948574,-1.2536,1.800273,-14.046642,-6.315226
243,1536662680,0.552889,-53.446976,77.534386,0.840481,-0.991017,-1.039762,2.452501,-11.679424,-8.122063
244,1536679347,0.848177,-53.581402,77.222771,0.931417,-0.855902,-0.82548,3.078066,-8.852741,-11.263359
245,1536696014,1.192966,-53.711342,76.792648,0.853937,-0.78186,-0.729447,0.333177,-8.7338,-15.423587
246,1536712681,1.536733,-53.844719,76.241974,0.651558,-0.600624,-0.555084,-5.568877,-9.143955,-19.617056
247,1536729348,1.941666,-53.837093,75.538025,0.53687,-0.573962,-0.324008,-9.320855,-0.982915,-25.224857
248,1536746015,2.457217,-53.636734,74.721237,0.22683,-1.05452,0.062276,-8.075252,10.213696,-29.735771
249,1536762682,2.991665,-53.426239,73.92157,-0.150746,-1.270092,0.38868,-5.987348,10.545785,-29.396093
250,1536779349,3.42484,-53.308689,73.240501,-0.408187,-1.105461,0.488095,-6.250654,4.923996,-25.039536
251,1536796016,3.666904,-53.324669,72.702225,-0.349452,-1.000437,0.281978,-10.815673,-2.940573,-19.483269
252,1536812683,3.830123,-53.411057,72.222855,-0.019679,-1.049384,-0.084506,-12.723514,-7.120624,-17.062761
253,1536829350,3.987148,-53.52758,71.733231,0.099138,-1.072478,-0.323738,-13.600998,-9.020836,-17.244629
254,1536846017,4.095199,-53.676445,71.201469,0.192336,-1.073164,-0.607676,-18.594246,-11.124779,-18.534517
255,1536862684,4.188198,-53.845333,70.583328,0.179619,-1.039324,-0.888033,-23.70739,-12.594852,-21.421576
256,1536879351,4.279707,-53.994968,69.871094,-0.017597,-0.933706,-1.260213,-28.397736,-11.737929,-24.728981
257,1536896018,4.471882,-54.078632,69.007835,-0.243623,-0.942585,-1.568085,-29.726854,-8.270382,-30.242302
258,1536912685,4.815689,-54.066772,67.995659,-0.659123,-0.987754,-1.948255,-27.870325,-3.140805,-35.866493
259,1536929352,5.257821,-53.929264,66.89875,-1.107511,-1.006683,-2.263948,-26.029791,3.828405,-39.537239
260,1536946019,5.718891,-53.67152,65.781982,-1.471159,-1.031381,-2.412298,-25.723572,10.579827,-41.119537
261,1536962686,6.149378,-53.301197,64.691681,-1.805068,-0.975739,-2.320767,-26.067366,17.004784,-41.222439
262,1536979353,6.49774,-52.835735,63.689636,-2.033459,-0.873446,-2.080093,-26.490971,22.657602,-39.146019
263,1536996020,6.691242,-52.359684,62.857452,-2.321067,-0.78745,-1.74183,-27.408512,23.720516,-33.521412
264,1537012687,6.727192,-51.966518,62.272305,-2.136026,-0.653422,-1.569411,-24.953032,19.686922,-24.202408
265,1537029354,6.757003,-51.524227,61.781078,-1.611436,-0.528711,-1.476782,-20.768671,22.936281,-21.245213
266,1537046021,6.833359,-50.968082,61.311413,-1.116755,-0.722361,-1.310804,-16.823105,29.739939,-21.428627
267,1537062688,6.92498,-50.340775,60.784355,-0.759629,-0.987571,-1.073025,-18.394665,33.619801,-24.352285
268,1537079355,6.978406,-49.654404,60.195782,-0.691491,-1.387755,-0.760768,-23.266434,36.755047,-27.439306
269,1537096022,6.976842,-48.998745,59.568268,-0.766309,-1.8399,-0.504896,-28.042614,34.646458,-29.046217
270,1537112689,6.966518,-48.375988,58.961834,-0.622586,-2.000275,-0.329513,-27.304193,32.692585,-28.280174
271,1537129356,7.026496,-47.773361,58.346447,-0.230672,-1.973018,-0.418208,-23.180182,31.341484,-28.788227
272,1537146023,7.134764,-47.105145,57.654427,0.07522,-1.863799,-0.748294,-23.339468,34.731911,-32.711723
273,1537162690,7.189924,-46.360245,56.852165,-0.021196,-1.726208,-1.071778,-30.929302,38.60125,-38.212925
274,1537179357,7.158332,-45.531628,55.977234,-0.489857,-1.643162,-1.188837,-38.756565,43.105087,-42.338852
275,1537196024,7.023509,-44.646263,55.145031,-0.856268,-1.501958,-1.026839,-42.535477,46.663952,-41.44706
276,1537212691,6.846978,-43.719841,54.435669,-0.667297,-1.626749,-0.837988,-39.307255,49.750496,-36.90567
277,1537229358,6.704349,-42.781288,53.748066,-0.457544,-1.887253,-0.887165,-35.836792,50.59248,-36.368073
278,1537246025,6.48911,-41.883751,53.02813,-0.497574,-1.785068,-1.289979,-40.959061,48.002613,-37.786606
279,1537262692,6.143689,-41.001339,52.243404,-0.747094,-1.521708,-1.63133,-50.792171,46.877831,-40.780731
280,1537279359,5.681262,-40.131439,51.45668,-1.147969,-1.264294,-2.119338,-57.308205,46.325867,-40.913235
281,1537296026,5.097486,-39.257938,50.72982,-1.261315,-0.783944,-2.652314,-61.724876,47.0947,-38.191975
282,1537312693,4.427548,-38.222935,50.022163,-1.291433,-0.783763,-3.118484,-65.607857,57.176224,-38.008125
283,1537329360,3.764554,-36.984978,49.354977,-1.436483,-0.795208,-3.358575,-63.043522,69.837051,-36.770336
284,1537346027,3.160585,-35.532917,48.660286,-1.491782,-0.971738,-3.413881,-59.727711,82.915718,-38.620811
285,1537362694,2.69138,-33.796902,47.934029,-1.813262,-1.113673,-3.149772,-51.768444,100.139488,-40.892715
286,1537379361,2.33011,-31.754881,47.179821,-2.289489,-1.457862,-2.786332,-45.000221,118.632256,-43.119617
287,1537396028,2.146993,-29.350357,46.427742,-2.644884,-1.537686,-1.8811,-32.748264,140.467178,-44.15517
288,1537412695,2.225289,-26.677248,45.704205,-2.326572,-1.273609,-0.530037,-14.517707,156.552094,-44.035961
289,1537429362,2.631874,-23.898453,45.019321,-1.86841,-1.032446,0.455812,8.005769,162.684296,-43.728653
290,1537446029,3.244517,-21.246332,44.379326,-1.404718,-0.643471,0.747971,23.172209,154.737564,-43.02956
291,1537462696,3.840551,-18.843361,43.83194,-1.092299,-0.578698,0.352509,25.643827,139.613068,-39.086979
292,1537479363,4.22126,-16.637613,43.36948,-0.825223,-0.735764,-0.30914,15.514467,127.763664,-34.981899
293,1537496030,4.362188,-14.311099,42.769066,-1.191026,-1.533457,-0.223805,-0.032953,134.194229,-44.327438
294,1537512697,4.402442,-11.878634,42.118908,-1.540546,-0.985405,0.427585,-5.284348,140.173203,-48.233913
295,1537529364,4.336125,-9.508749,41.469181,-1.536815,-0.178489,0.811052,-10.085222,136.383881,-48.168991
296,1537546031,4.249759,-7.273231,40.935921,-1.514139,0.362774,0.915494,-8.765948,128.890579,-40.704334
297,1537562698,4.123828,-5.256532,40.627129,-1.167963,0.618432,0.471291,-8.557074,116.831261,-26.27256
298,1537579365,3.851583,-3.420054,40.566994,-0.421472,0.529639,-0.17309,-15.658438,107.16832,-10.30511
299,1537596032,3.349931,-1.685264,40.743431,0.574713,0.295126,-0.792756,-28.738373,102.053268,4.96762
300,1537612699,2.592744,-0.032777,41.047554,1.362001,-0.249463,-1.153356,-44.306408,97.494217,14.031081
301,1537629366,1.67455,1.56385,41.333542,1.919962,-1.203321,-0.965737,-54.477211,93.932869,14.528092
302,1537646033,0.683671,3.082773,41.60041,2.05187,-1.369557,-0.732429,-59.226067,89.028732,15.082459
303,1537662700,-0.468374,4.563789,42.000454,2.232449,-0.640237,-0.934402,-69.810349,86.5047,24.760242
304,1537679367,-2.013253,5.987116,42.627705,2.364607,-0.498847,-0.959534,-95.226204,82.194153,40.293747
305,1537696034,-4.031813,7.356627,43.460617,2.552937,-0.915766,-0.493479,-125.985016,77.08815,54.861462
306,1537712701,-6.633389,8.420609,44.408348,2.619931,-1.624085,-0.200696,-162.944412,55.981598,62.954258
307,1537729368,-9.751337,9.243593,45.434696,2.652634,-2.248111,-0.233134,-195.536377,37.832901,68.177673
308,1537746035,-13.234688,10.066873,46.526684,2.074647,-2.502411,0.018281,-218.937088,33.11261,74.018784
309,1537762702,-16.861591,11.107657,47.627007,1.095821,-3.216446,0.852735,-228.642456,40.95253,79.71608
310,1537779369,-20.435442,12.39278,48.670105,0.097632,-2.977792,2.119605,-226.039566,50.832706,83.493446
311,1537796036,-23.852259,14.15078,49.406029,-0.241286,-1.733765,2.637374,-214.003601,78.732872,80.269051
312,1537812703,-26.714003,16.305151,49.877949,-0.788954,-0.167533,3.56857,-178.039337,102.343269,80.536301
313,1537829370,-28.966511,18.406521,50.346519,-1.10017,1.149827,3.36359,-142.527847,96.03923,83.153008
314,1537846037,-30.599899,20.32485,50.744236,-0.907236,1.610554,2.754913,-105.023537,85.803902,77.170982
315,1537862704,-31.599249,22.09333,51.154129,-1.162285,1.666702,2.326489,-68.081764,76.140045,74.839989
316,1537879371,-32.089828,23.674168,51.814709,-1.092906,1.441569,1.648007,-44.183472,58.474602,81.41156
317,1537896038,-32.241158,25.22559,52.748398,-0.723193,1.079024,1.128563,-31.708866,48.85368,93.031487
318,1537912705,-32.1432,26.753782,54.127846,-0.675973,0.762282,1.339501,-29.929377,35.195511,112.084885
319,1537929372,-31.873556,28.275625,55.988121,-0.103494,0.57338,1.128941,-35.021488,22.213995,132.58374
320,1537946039,-31.579147,29.919218,58.011112,0.544494,0.597334,1.519738,-41.084232,25.384584,142.290207
321,1537962706,-31.279812,31.524176,60.13789,1.084829,0.894412,1.699461,-47.02314,22.280333,144.024414
322,1537979373,-31.021645,33.011501,62.19405,1.670426,1.208843,1.721101,-50.225803,19.777693,135.640411
323,1537996040,-30.762386,34.300602,64.057587,2.104701,1.440088,1.720859,-46.298752,16.031033,119.785835
324,1538012707,-30.522825,35.341621,65.579277,2.300033,1.567975,1.566317,-37.661911,13.064714,96.547943
325,1538029374,-30.300966,36.182697,66.761299,2.031192,1.705464,1.411309,-28.032461,12.006239,75.428345
326,1538046041,-30.084013,36.871826,67.717484,1.797484,1.896655,1.330741,-21.017647,10.260339,60.91449
327,1538062708,-29.802107,37.425686,68.575111,1.649073,2.179579,1.316789,-14.036366,6.127236,52.420918
328,1538079375,-29.568033,37.826931,69.285454,1.643385,2.516247,1.096853,-11.839125,2.105282,41.560062
329,1538096042,-29.441267,38.004017,69.865517,1.610517,2.62968,0.87456,-13.626649,-6.252648,29.459135
330,1538112709,-29.446039,37.96204,70.289536,1.576312,2.448567,0.791092,-15.766233,-13.908039,16.569815
331,1538129376,-29.543772,37.76466,70.577232,1.604905,2.235033,0.910161,-16.25543,-18.766172,6.391427
332,1538146043,-29.576416,37.482399,70.85434,1.458463,2.127931,1.405468,-11.875515,-22.875093,3.476753
333,1538162710,-29.431921,37.067593,71.358017,1.215314,2.221745,1.458033,-9.372513,-35.055798,9.06158
334,1538179377,-29.138147,36.435009,72.18367,1.223672,2.271735,1.721082,-11.733534,-53.975136,16.451096
335,1538196044,-28.875389,35.606762,73.076393,1.427779,2.396933,1.475087,-15.430014,-65.827202,14.193682
336,1538212711,-28.811518,34.633251,73.862732,1.138838,2.216658,1.289347,-22.977093,-71.040482,6.035809
337,1538229378,-28.928106,33.54163,74.554199,0.950382,1.96156,1.299226,-29.891647,-75.115929,-1.121273
338,1538246045,-29.195845,32.380714,75.17868,0.945132,1.630123,1.432123,-36.072124,-77.244667,-5.945181
339,1538262712,-29.532888,31.079285,75.835182,1.219247,1.383504,2.008947,-40.538521,-85.504211,-8.68261
340,1538279379,-29.84676,29.541224,76.48539,1.460401,1.223917,2.360653,-38.096451,-97.817017,-16.038145
341,1538296046,-30.063635,27.733919,77.163101,1.29723,0.965699,2.310886,-32.043812,-112.688751,-22.807882
342,1538312713,-30.381157,25.810925,77.716721,1.053021,0.688834,1.568334,-33.527344,-115.500496,-32.036465
343,1538329380,-30.92849,23.955467,78.091454,0.611665,0.651933,1.126534,-41.787476,-107.0131,-38.808056
344,1538346047,-31.595407,22.1119,78.56955,0.589235,0.638705,1.305062,-50.713757,-109.070663,-34.437534
345,1538362714,-32.404766,20.227465,79.134399,1.175906,0.782518,1.950564,-60.262863,-113.424309,-32.725941
346,1538379381,-33.44949,18.038712,79.68972,1.97419,0.927218,3.341893,-73.041122,-128.102356,-44.575413
347,1538396048,-34.723549,15.598829,80.135551,1.850845,0.818352,3.480667,-83.574936,-136.312851,-60.453419
348,1538412715,-35.987411,13.128355,80.635429,0.908402,0.25361,3.376229,-82.626968,-138.387726,-61.691082
349,1538429382,-37.160332,10.742122,81.306679,0.926824,0.14201,3.286605,-78.043877,-139.129303,-53.294697
350,1538446049,-38.401829,8.3164,81.982681,1.224086,0.081249,3.830271,-80.525574,-140.194748,-57.195873
351,1538462716,-39.739513,5.612918,82.55761,1.431324,-0.137544,5.104825,-83.739594,-148.161682,-75.31295
352,1538479383,-41.083096,2.526975,82.928818,1.180756,-0.476843,5.572824,-81.460663,-156.021896,-102.794731
353,1538496050,-42.533546,-0.789233,83.163452,0.042915,-1.052877,4.821926,-86.481674,-158.327728,-121.859444
354,1538512717,-44.016247,-4.032913,83.340096,-0.899454,-1.539281,4.035358,-87.761917,-149.612411,-125.444542
355,1538529384,-45.411602,-7.240022,83.583389,-1.548972,-1.963928,3.981131,-81.556137,-147.660233,-124.843445
356,1538546051,-46.79731,-10.597083,83.965759,-1.89706,-2.106829,3.763644,-78.882622,-156.739258,-129.262634
357,1538562718,-48.24324,-14.111727,84.600128,-2.285845,-2.666409,3.423087,-77.939041,-170.649048,-130.294678
358,1538579385,-49.96159,-17.748632,85.515259,-2.57934,-3.127744,2.680745,-87.383423,-183.675873,-130.312088
359,1538596052,-52.181049,-21.155296,86.663948,-3.273143,-3.204811,1.654222,-109.592102,-179.993561,-118.174927
360,1538612719,-55.002483,-24.204372,88.250252,-4.008247,-2.936806,0.878338,-132.003403,-180.368698,-95.181129
361,1538629386,-58.163448,-27.253771,90.374405,-4.824876,-2.405115,0.119519,-133.791595,-197.80777,-89.610878
362,1538646053,-61.529076,-30.375389,93.029099,-6.150674,-2.430897,-0.324904,-124.694969,-216.061752,-92.009789
363,1538662720,-65.516052,-33.255939,96.451164,-8.09979,-3.231873,0.739379,-130.590988,-234.630447,-77.104584
364,1538679387,-70.520805,-35.721622,100.972733,-10.486585,-2.429816,0.799895,-146.374283,-264.269226,-53.698986
365,1538696054,-75.986115,-37.725552,106.534309,-13.258424,-2.494377,0.340185,-128.247208,-292.441956,-38.258667
366,1538712721,-81.665298,-39.177094,113.563683,-13.394178,-2.183455,-2.049389,-78.51358,-342.737396,-21.549576
367,1538729388,-87.597504,-39.850937,121.745445,-10.724317,-2.964444,-4.704657,-43.780224,-382.816925,-4.864259
368,1538746055,-93.599174,-39.68288,130.507523,-7.362842,-3.904724,-6.225893,-24.142748,-406.31546,5.849227
369,1538762722,-99.314804,-38.7477,139.214279,-4.138698,-3.981052,-7.436611,-13.111974,-410.779114,10.229423
370,1538779389,-104.56498,-37.15765,147.571762,-1.94107,-3.599262,-8.326263,-7.175792,-408.994904,11.543281
371,1538796056,-109.263138,-34.812935,155.595474,0.257731,-3.005939,-9.384365,0.365941,-416.126678,21.277512
372,1538812723,-113.11071,-31.589447,163.077728,1.822661,-2.009955,-10.304126,14.297233,-422.70285,44.601727
373,1538829390,-115.851402,-27.430054,169.804367,3.834359,-1.306159,-10.635798,33.608906,-425.647644,81.657883
374,1538846057,-117.261833,-22.597879,175.562531,5.304763,-0.068128,-10.8304,60.59951,-412.227844,119.54644
375,1538862724,-116.660683,-17.391317,-179.699631,5.943639,1.102257,-10.577795,132.253723,-382.231781,157.643234
376,1538879391,-113.892799,-12.285997,-175.969604,6.176883,1.401796,-10.426557,222.258499,-328.80658,185.112595
377,1538896058,-109.296638,-7.146905,-172.735474,6.479064,-0.13056,-9.573745,307.315735,-293.572723,216.95047
378,1538912725,-103.658813,-2.268723,-169.628006,6.241368,-1.375663,-6.968249,352.316223,-263.317657,228.689728
379,1538929392,-97.743103,2.080389,-166.269135,5.590439,-2.651177,-4.479031,353.982178,-248.454285,219.742142
380,1538946059,-92.365005,6.045058,-162.57576,4.541674,-1.63542,-2.832841,305.648651,-242.986176,218.241547
381,1538962726,-88.024055,9.794882,-158.968887,4.219218,0.004921,-1.905643,229.31691,-216.809708,225.03598
382,1538979393,-84.549179,13.383069,-155.807892,4.603243,1.065381,0.242247,169.134659,-173.021622,227.65509
383,1538996060,-81.585388,16.610914,-153.097305,4.524361,1.002754,2.49437,134.554092,-133.999771,211.967819
384,1539012727,-79.238083,19.864115,-150.253021,4.907459,0.020536,1.637355,86.277534,-128.645294,220.148697
385,1539029394,-77.12394,22.973785,-147.091187,5.413672,-2.135852,1.305653,56.409561,-135.909775,219.419037
386,1539046061,-74.569054,26.210955,-143.647446,6.11439,-1.907142,-0.334126,66.051071,-135.881516,234.857147
387,1539062728,-71.501289,29.466492,-140.758194,5.410111,-1.217859,0.597735,101.781403,-90.735878,232.117722
388,1539079395,-67.426178,32.354359,-138.215836,4.277862,-1.483678,3.167513,164.768829,-62.787083,208.698212
389,1539096062,-62.135761,34.794273,-135.258392,3.120635,-1.660823,3.555559,217.86142,-72.299042,195.93071
390,1539112729,-55.952263,36.521679,-131.461563,2.122423,-1.736959,2.203534,236.735016,-106.253975,184.573257
391,1539129396,-49.895454,37.534184,-127.301598,0.498045,-1.321625,0.9825,211.629501,-123.080856,169.093887
392,1539146063,-44.319874,38.055214,-123.24765,-0.603329,-0.362381,0.46623,184.055008,-120.166222,154.255936
393,1539162730,-39.355679,38.004471,-119.318054,-1.409722,-0.13899,-0.3518,151.266113,-126.68602,136.905167
394,1539179397,-34.973186,37.201176,-115.447395,-1.924736,-1.053579,-1.703581,120.002884,-150.025787,118.132027
395,1539196064,-30.768219,35.52256,-111.526596,-1.673255,-2.616588,-2.682302,111.64817,-187.798096,105.162354
396,1539212731,-26.756361,33.171822,-107.831505,-2.037495,-2.748025,-3.636023,114.498711,-212.024353,93.421112
397,1539229398,-23.338989,30.940365,-104.486115,-2.245677,-1.457607,-3.719194,97.485237,-193.550232,98.35321
398,1539246065,-20.787169,29.639975,-101.534981,-2.112385,0.333525,-3.23863,62.921253,-129.929886,113.357948
399,1539262732,-19.200813,30.274708,-99.033562,-1.465235,1.227607,-0.718753,19.491739,-8.86566,136.17717
400,1539279399,-18.495342,33.515976,-96.524811,0.13823,0.269523,3.358839,-37.874508,142.529144,184.702545
401,1539296066,-18.551001,38.106049,-93.916199,-0.755345,-0.655962,8.440248,-95.548737,220.56749,208.742325
402,1539312733,-19.080616,42.215359,-91.794434,-0.908244,-2.682328,7.259333,-114.456993,201.792114,172.494568
403,1539329400,-20.255449,44.522121,-90.723137,-0.679391,-3.604905,5.752285,-115.190498,114.450172,91.495079
404,1539346067,-21.725777,44.39085,-90.841957,-0.131548,-2.594922,4.178069,-83.807259,-5.658038,-6.595102
405,1539362734,-23.105898,42.31604,-91.638847,0.665148,-0.143472,2.82401,-50.558453,-101.957588,-78.571091
406,1539379401,-24.153276,39.474117,-92.618019,0.342951,1.600346,0.803049,-24.931297,-138.595688,-107.980438
407,1539396068,-25.384085,37.063454,-93.898949,-0.74531,2.638851,-0.946547,-26.76646,-106.306587,-114.348915
408,1539412735,-27.085665,36.058159,-95.508461,-1.100834,3.627228,-0.606383,-45.046635,-20.163172,-95.23494
409,1539429402,-29.370617,36.719772,-97.170891,0.365478,2.896171,-1.566697,-78.348389,72.498894,-51.032795
410,1539446069,-31.867676,38.54797,-98.741356,3.705661,0.61522,-3.365309,-92.681656,131.873627,-7.493362
411,1539462736,-33.611446,40.823524,-99.932236,5.614363,-1.478331,-4.707687,-59.447926,144.023743,28.368744
412,1539479403,-34.421867,43.080887,-100.576302,5.256212,-2.549291,-4.456999,-23.336309,127.808739,52.651913
413,1539496070,-34.895458,45.107998,-101.008621,2.513067,-2.54356,-2.32861,-10.997762,110.150047,54.490849
414,1539512737,-35.520748,46.791855,-101.512383,0.828729,-2.43012,-0.116696,-16.468214,94.21122,41.701027
415,1539529404,-36.134872,48.079865,-102.013588,-0.621902,-2.327941,1.65126,-15.393553,74.135941,29.362486
416,1539546071,-36.669155,48.922916,-102.46357,-1.93736,-2.006346,2.35715,-12.537254,50.914238,16.26149
417,1539562738,-37.330891,49.174709,-102.88839,-2.655673,-1.610904,3.148922,-21.139935,21.703306,-3.568821
418,1539579405,-38.002224,48.668934,-103.238571,-2.583781,-1.21418,3.004148,-25.103773,-16.017982,-28.738838
419,1539596072,-38.80143,47.451088,-103.680794,-2.122719,-0.899417,1.698605,-28.845856,-46.708981,-58.497074
420,1539612739,-39.746426,45.819893,-104.211426,-1.133452,-0.480637,0.326049,-34.151463,-62.425606,-78.040703
421,1539629406,-40.742947,44.065487,-104.744949,-0.149718,-0.008112,-0.94615,-37.751163,-66.250565,-84.432892
422,1539646073,-41.676872,42.591797,-105.237648,0.280701,1.141623,-1.854324,-36.303894,-52.935173,-73.553383
423,1539662740,-42.599953,41.857693,-105.773605,-0.165941,1.974695,-3.152755,-34.301285,-17.312227,-46.356003
424,1539679407,-43.794739,41.933353,-106.524155,-0.198403,2.009228,-3.076343,-42.105522,25.580524,-20.513237
425,1539696074,-45.085247,42.52282,-107.399887,0.499899,1.486392,-1.937541,-42.569641,51.77911,-2.247665
426,1539712741,-46.121433,43.29335,-108.264938,0.824331,0.710323,-0.814569,-27.266415,58.768703,7.155597
427,1539729408,-46.911346,44.016808,-109.087509,0.457476,-0.040941,-0.045768,-13.74826,55.026001,7.601597
428,1539746075,-47.565121,44.5518,-109.870941,-0.173406,-0.678424,0.219608,-6.82467,45.740093,1.373255
429,1539762742,-48.195942,44.825569,-110.638329,-0.587383,-1.063637,-0.012526,-5.885301,34.528709,-9.121223
430,1539779409,-48.824409,44.836128,-111.372375,-0.668103,-1.314928,-0.412983,-7.068873,23.041498,-19.561239
431,1539796076,-49.281647,44.645401,-111.924713,-0.439022,-1.50744,-1.003983,-4.517476,9.495937,-23.395784
432,1539812743,-49.528301,44.377747,-112.241814,-0.229213,-1.385947,-1.586507,-1.873776,-0.937772,-20.332157
433,1539829410,-49.624928,44.185387,-112.366135,-0.246776,-0.844751,-1.602537,-1.000983,-4.21351,-11.544918
434,1539846077,-49.679779,44.126713,-112.436348,-0.432158,-0.332272,-1.120382,-0.760851,-0.777409,-3.930794
435,1539862744,-49.751926,44.145348,-112.520348,-0.598322,-0.044627,-0.731388,-1.207511,2.670566,-0.77618
436,1539879411,-49.917747,44.195068,-112.682396,-0.54333,0.070861,-0.380227,-3.543582,6.428642,-1.512968
437,1539896078,-50.032036,44.261669,-112.821999,-0.189646,-0.029046,-0.035853,-1.36467,6.32888,-0.099544
438,1539912745,-50.097393,44.349579,-112.946678,-0.010223,-0.220449,-0.28943,0.968743,6.644326,1.302156
439,1539929412,-50.154926,44.438858,-113.065132,0.004677,-0.487974,-0.322314,1.197195,6.477023,1.540085
440,1539946079,-50.172699,44.467873,-113.143181,0.037115,-0.504612,-0.292747,1.89751,2.822654,-0.123594
441,1539962746,-50.123917,44.406658,-113.174706,-0.1224,-0.418088,-0.236602,3.944016,-2.180653,-3.008903
442,1539979413,-50.065197,44.25684,-113.232803,-0.327184,-0.232632,-0.140441,5.66313,-4.725058,-7.819291
443,1539996080,-50.016869,44.105312,-113.310303,-0.339606,-0.126029,-0.26096,5.85821,-4.163321,-8.437351
444,1540012747,-49.991756,44.04768,-113.415031,-0.300681,-0.121502,-0.5362,5.609279,0.34679,-4.879618
445,1540029414,-49.960251,44.058567,-113.50428,-0.132137,-0.27186,-0.642425,5.358824,2.469186,-1.310397
446,1540046081,-49.896973,44.080372,-113.554459,-0.084449,-0.430561,-0.645171,5.645917,1.59304,0.269119
447,1540062748,-49.79237,44.073406,-113.562225,-0.086804,-0.403098,-0.353534,6.365366,-0.922006,0.121385
448,1540079415,-49.696514,44.034004,-113.582764,-0.134811,-0.131951,-0.137802,6.381475,-1.765727,-1.723005
449,1540096082,-49.629345,44.011322,-113.647003,-0.108151,0.08718,0.034704,6.494338,0.310676,-2.181345
450,1540112749,-49.561375,44.021725,-113.72084,-0.029126,-0.003655,-0.069836,6.955379,1.902313,-0.951755
451,1540129416,-49.442474,44.039753,-113.777245,-0.175256,-0.236283,-0.42474,9.297253,1.618012,-0.126911
452,1540146083,-49.295937,44.030773,-113.830811,-0.230839,-0.44501,-0.559018,10.846604,0.46206,-1.288089
453,1540162750,-49.201088,44.006149,-113.904556,-0.321324,-0.577996,-0.519238,8.594953,0.501132,-2.571733
454,1540179417,-49.167812,43.974953,-113.986557,-0.259381,-0.609292,-0.102954,5.248382,0.505025,-3.100341
455,1540196084,-49.062096,43.913303,-113.972771,-0.231807,-0.638786,0.092821,5.610559,-3.826296,-1.775691
456,1540212751,-48.852665,43.780827,-113.86676,-0.255494,-0.681164,-0.026932,8.009665,-9.638411,-2.349582
457,1540229418,-48.566643,43.531708,-113.682526,-0.19137,-0.756729,0.074944,9.386651,-16.835531,-5.312863
458,1540246085,-48.228474,43.114799,-113.375206,-0.100631,-0.888298,0.353685,7.501835,-27.60668,-9.15192
459,1540262752,-47.81422,42.421818,-112.938065,-0.13761,-0.964826,0.728604,6.915681,-43.094112,-17.377968
460,1540279419,-47.358894,41.402756,-112.398293,-0.220483,-0.975728,0.971087,5.563876,-60.008614,-28.21895
461,1540296086,-46.828999,40.124859,-111.735481,-0.297037,-1.115768,0.655159,5.714428,-75.243073,-34.973446
462,1540312753,-46.323738,38.693203,-111.005074,-0.369784,-1.191617,0.484344,2.393151,-84.626572,-38.409538
463,1540329420,-45.859352,37.03614,-110.170906,-0.325688,-1.31249,0.997422,-2.944056,-98.414314,-43.500782
464,1540346087,-45.544834,34.898815,-109.226196,-0.035029,-1.250386,1.969804,-14.490479,-123.401176,-58.99028
465,1540362754,-45.166218,32.167603,-108.090942,0.076451,-1.415874,1.950527,-14.96447,-156.568085,-75.91098
466,1540379421,-44.845921,29.035053,-106.962463,-0.213698,-1.13765,1.120657,-15.279893,-175.13237,-90.899956
467,1540396088,-44.753059,25.738041,-105.877281,-0.65322,-0.45453,0.916883,-24.373022,-182.153687,-97.525963
468,1540412755,-45.158607,22.298441,-104.954201,-0.815112,0.408951,1.187183,-46.81686,-182.863449,-109.153854
469,1540429422,-45.750595,18.740475,-104.184029,-0.668559,1.027665,0.432014,-51.605022,-181.701904,-120.913956
470,1540446089,-46.444794,15.352269,-103.650635,-0.59441,1.472091,-0.695558,-50.870384,-164.15274,-124.395424
471,1540462756,-47.199055,12.329256,-103.264954,-0.872484,1.587576,-1.224194,-50.584393,-141.663727,-116.045296
472,1540479423,-48.251961,9.691538,-103.158546,-1.411482,1.965853,-1.315176,-64.143738,-112.292412,-112.058784
473,1540496090,-49.342754,7.523441,-103.421806,-1.387785,2.354206,-2.579882,-62.793797,-75.162933,-107.353333
474,1540512757,-50.358532,6.172744,-104.425377,-1.854847,2.859332,-4.462213,-53.448891,-7.804287,-99.71199
475,1540529424,-51.469875,5.902911,-106.188538,-1.981063,3.62366,-5.399828,-55.208008,70.175369,-78.143242
476,1540546091,-52.629463,6.976969,-108.654343,-1.659016,4.078076,-5.231683,-52.612949,154.253067,-38.891907
477,1540562758,-53.786381,9.31067,-111.406746,-0.861016,2.836568,-5.252802,-45.637356,213.446747,14.857917
478,1540579425,-54.98391,12.541451,-114.275543,0.646283,0.389845,-3.595304,-38.840057,248.934601,59.750538
479,1540596092,-55.913406,15.840781,-116.643936,2.112808,-2.846963,-1.196836,-20.596069,224.39917,85.479706
480,1540612759,-55.950424,18.420959,-117.999825,2.799222,-6.566153,0.596316,21.992796,149.797318,85.287132
481,1540629426,-54.954437,19.489662,-117.950851,2.211457,-9.677402,2.543557,58.977695,32.777416,55.0345
